SKU,Barcode,ProductName,Category,SubCategory,Brand,UnitSize,BaseUnitPriceLKR,CostPriceLKR,TypicalShelfLifeDays,IsPerishable,PerishabilityTier,Supplier,SupplierSKU,CaseSize,MinOrderQty,MaxShelfCapacityUnits,BackroomCapacity,AverageWeeklySales,SeasonalityIndex,TurnoverDays
LK-SNK-GPZZR,4792375083974,Uswatte Puffs 200g,Snacks & Confectionery,Biscuits,Uswatte,200g,289.95,215.33,342,False,LOW,Maliban Biscuit Manufactories,USW-USWA-200G-H7,24,2,88,118,1.96,0.96,220.0
LK-SNK-Y85W5,4792807335008,Maliban Biscuit 300g,Snacks & Confectionery,Biscuits,Maliban,300g,199.95,151.03,265,False,LOW,Kandy Biscuits Supply Co. NV3,MAL-MALI-300G-SW,24,1,87,172,7.38,0.87,57.8
LK-SNK-Y6MN6,4790625873603,Maliban Cream Biscuit 200g,Snacks & Confectionery,Biscuits,Maliban,200g,390.0,307.4,308,False,LOW,Kandy Biscuits Supply Co. EXB,MAL-MALI-200G-DZ,24,2,65,105,18.09,1.12,17.6
LK-SNK-ZNJ6B,4793414775683,Lankasoy Chips 400g,Snacks & Confectionery,Chips,Lankasoy,400g,940.0,750.79,141,False,LOW,Kandy Biscuits Supply Co. EXB,LAN-LANK-400G-4P,36,3,59,84,73.3,1.06,3.9
LK-SNK-EMKQ2,4795753764458,Munchee Chips 150g,Snacks & Confectionery,Chips,Munchee,150g,140.0,109.82,167,False,LOW,Ceylon Biscuits Ltd,MUN-MUNC-150G-LW,24,2,69,93,1.94,0.93,174.3
LK-SNK-2HPD6,4791860699393,Lankasoy Puffs 300g,Snacks & Confectionery,Biscuits,Lankasoy,300g,209.9,164.38,153,False,LOW,Kandy Biscuits Supply Co. EXB,LAN-LANK-300G-SX,12,1,97,180,16.72,0.91,28.4
LK-SNK-2AVM9,4798571036301,Tiara Cream Biscuit 400g,Snacks & Confectionery,Biscuits,Tiara,400g,580.0,445.6,307,False,LOW,Galle Biscuits Supply Co. KL5,TIA-TIAR-400G-2X,36,3,70,106,122.13,1.1,2.8
LK-SNK-A2BEF,4790714923608,Uswatte Peanuts 400g,Snacks & Confectionery,Biscuits,Uswatte,400g,549.95,434.12,255,False,LOW,Maliban Biscuit Manufactories,USW-USWA-400G-4B,36,2,119,221,97.7,0.96,6.0
LK-SNK-5994P,4798319180433,Uswatte Biscuit 400g,Snacks & Confectionery,Biscuits,Uswatte,400g,860.0,644.66,164,False,LOW,Kandy Biscuits Supply Co. EXB,USW-USWA-400G-VR,12,3,120,260,62.84,1.06,9.4
LK-SNK-CE8T7,4792913112654,Ritzbury Wafer 150g,Snacks & Confectionery,Wafers,Ritzbury,150g,219.95,168.48,262,False,LOW,Kandy Biscuits Supply Co. EXB,RIT-RITZ-150G-6V,24,1,75,94,2.38,0.88,154.4
LK-SNK-RJ9WF,4791859206304,Munchee Cream Biscuit 50g,Snacks & Confectionery,Biscuits,Munchee,50g,190.0,148.34,300,False,LOW,Negombo Biscuits Supply Co. 96B,MUN-MUNC-50G-SH,24,2,64,132,20.48,1.07,15.3
LK-SNK-CBE7M,4795136223800,Munchee Wafer 200g,Snacks & Confectionery,Wafers,Munchee,200g,339.95,264.67,144,False,LOW,Ceylon Biscuits Ltd,MUN-MUNC-200G-P6,12,2,51,104,6.86,1.19,36.4
LK-SNK-T22FR,4796077272049,Lankasoy Biscuit 50g,Snacks & Confectionery,Biscuits,Lankasoy,50g,219.95,174.91,354,False,LOW,Galle Biscuits Supply Co. KL5,LAN-LANK-50G-DA,24,2,92,131,6.66,0.89,67.7
LK-SNK-CVT2H,4797305151334,Ritzbury Chips 150g,Snacks & Confectionery,Chips,Ritzbury,150g,185.0,146.45,137,False,LOW,Ambalangoda Biscuits Supply Co. NZ5,RIT-RITZ-150G-JB,36,3,104,145,35.23,1.18,14.5
LK-SNK-VFNX4,4796533903630,Tiara Puffs 400g,Snacks & Confectionery,Biscuits,Tiara,400g,879.95,653.0,242,False,LOW,Ambalangoda Biscuits Supply Co. NZ5,TIA-TIAR-400G-Z8,24,2,76,137,8.2,0.86,45.4
LK-SNK-29ZCF,4794683146501,Tiara Puffs 200g,Snacks & Confectionery,Biscuits,Tiara,200g,239.9,186.09,294,False,LOW,Negombo Biscuits Supply Co. 96B,TIA-TIAR-200G-BQ,36,2,95,196,4.36,1.14,106.8
LK-SNK-GGBJP,4792016519886,Ritzbury Wafer 200g,Snacks & Confectionery,Wafers,Ritzbury,200g,410.0,311.96,135,False,LOW,Kandy Biscuits Supply Co. EXB,RIT-RITZ-200G-A3,36,1,62,127,8.55,1.24,35.5
LK-SNK-78YBT,4796162284391,Lankasoy Biscuit 150g,Snacks & Confectionery,Biscuits,Lankasoy,150g,155.0,120.25,351,False,LOW,Ambalangoda Biscuits Supply Co. NZ5,LAN-LANK-150G-5Y,24,3,69,83,50.74,1.24,6.7
LK-SNK-Q2XQU,4797641442714,Tiara Biscuit 50g,Snacks & Confectionery,Biscuits,Tiara,50g,190.0,141.9,332,False,LOW,Ambalangoda Biscuits Supply Co. NZ5,TIA-TIAR-50G-6U,24,2,56,115,34.35,0.86,8.0
LK-SNK-B5YV8,4793564272940,Uswatte Cream Biscuit 200g,Snacks & Confectionery,Biscuits,Uswatte,200g,339.95,268.84,278,False,LOW,Maliban Biscuit Manufactories,USW-USWA-200G-4F,12,1,120,206,40.89,1.11,14.4
LK-SNK-N4A6U,4791706022521,Tiara Cream Biscuit 300g,Snacks & Confectionery,Biscuits,Tiara,300g,160.0,123.63,158,False,LOW,Galle Biscuits Supply Co. KL5,TIA-TIAR-300G-WN,36,1,72,104,13.84,1.25,25.5
LK-SNK-9ZTCG,4796379058488,Ritzbury Peanuts 50g,Snacks & Confectionery,Biscuits,Ritzbury,50g,195.0,152.35,137,False,LOW,Maliban Biscuit Manufactories,RIT-RITZ-50G-H6,12,2,75,146,6.79,1.1,54.1
LK-SNK-Y5GJD,4796464676474,Maliban Wafer 150g,Snacks & Confectionery,Wafers,Maliban,150g,155.0,116.53,228,False,LOW,Kandy Biscuits Supply Co. EXB,MAL-MALI-150G-Y2,12,2,54,94,3.08,1.12,85.9
LK-SNK-KY7AL,4798610285516,Maliban Chips 200g,Snacks & Confectionery,Chips,Maliban,200g,360.0,282.4,332,False,LOW,Galle Biscuits Supply Co. KL5,MAL-MALI-200G-RK,24,2,66,79,26.71,1.2,12.1
LK-SNK-HCYMP,4799053067301,Tiara Puffs 150g,Snacks & Confectionery,Biscuits,Tiara,150g,190.0,142.5,150,False,LOW,Ambalangoda Biscuits Supply Co. NZ5,TIA-TIAR-150G-QD,12,2,50,65,2.23,1.17,109.9
LK-SNK-HBXA9,4791970957444,Uswatte Wafer 300g,Snacks & Confectionery,Wafers,Uswatte,300g,320.0,244.62,285,False,LOW,Galle Biscuits Supply Co. KL5,USW-USWA-300G-TB,24,1,87,125,7.53,0.93,56.6
LK-SNK-WZ495,4799597929622,Ritzbury Peanuts 200g,Snacks & Confectionery,Biscuits,Ritzbury,200g,359.95,271.22,356,False,LOW,Ambalangoda Biscuits Supply Co. NZ5,RIT-RITZ-200G-4Q,12,3,75,102,19.47,1.15,18.9
LK-SNK-W43WG,4794134307680,Tiara Biscuit 150g,Snacks & Confectionery,Biscuits,Tiara,150g,165.0,126.23,130,False,LOW,Ambalangoda Biscuits Supply Co. NZ5,TIA-TIAR-150G-QK,36,3,97,195,8.66,1.15,54.9
LK-SNK-8ALTM,4793637437382,Uswatte Biscuit 200g,Snacks & Confectionery,Biscuits,Uswatte,200g,250.0,198.62,146,False,LOW,Ceylon Biscuits Ltd,USW-USWA-200G-EP,12,2,72,107,6.19,1.04,57.0
LK-SNK-GU72L,4790734787358,Maliban Puffs 100g,Snacks & Confectionery,Biscuits,Maliban,100g,180.0,139.38,136,False,LOW,Galle Biscuits Supply Co. KL5,MAL-MALI-100G-HT,24,2,101,209,31.2,0.93,15.9
LK-INS-3Q8BA,4798894383014,Prima Kottu Mee 70g,Instant Foods,Instant Noodles,Prima,70g,150.0,121.04,387,False,NONE,Kalutara Instant Foods Supply Co. NSC,PRI-PRIM-70G-Z8,36,1,49,77,2.16,1.24,111.2
LK-INS-CJUU3,4792882617341,Prima Kottu Mee 400g Family Pack,Instant Foods,Instant Noodles,Prima,400g Family Pack,679.9,572.86,530,False,NONE,Kalutara Instant Foods Supply Co. NER,PRI-PRIM-400G-C7,12,3,77,107,14.1,0.89,26.8
LK-INS-NAVXA,4793083491167,Prima Chicken Noodles 80g,Instant Foods,Instant Noodles,Prima,80g,100.0,79.6,481,False,NONE,Kalutara Instant Foods Supply Co. NSC,PRI-PRIM-80G-94,24,2,70,117,2.59,1.07,132.4
LK-INS-L9GEZ,4795392588309,Prima Kari Noodles 80g,Instant Foods,Instant Noodles,Prima,80g,105.5,84.75,537,False,NONE,Galle Instant Foods Supply Co. PSJ,PRI-PRIM-80G-FN,24,3,28,45,7.3,0.97,18.8
LK-INS-9VA8L,4796488105035,Prima Atta Noodles 80g,Instant Foods,Instant Noodles,Prima,80g,170.5,139.71,259,False,NONE,Galle Instant Foods Supply Co. 4WS,PRI-PRIM-80G-48,36,1,35,60,3.43,1.1,50.0
LK-INS-QDKM6,4798146953958,Maggi 2-Minute Noodles 70g,Instant Foods,Instant Noodles,Maggi,70g,145.0,114.12,470,False,NONE,Colombo Instant Foods Supply Co. G5Y,MAG-MAGG-70G-4K,12,2,26,42,7.24,1.02,17.6
LK-INS-LQD29,4798019467018,Maggi 2-Minute Noodles 280g Pack,Instant Foods,Instant Noodles,Maggi,280g Pack,160.0,130.81,524,False,NONE,Kalutara Instant Foods Supply Co. NSC,MAG-MAGG-280G-EK,36,1,40,59,3.8,1.2,51.6
LK-INS-U6VX3,4792378861739,Ramen Instant Noodles 85g,Instant Foods,Instant Noodles,Ramen,85g,95.0,75.65,245,False,NONE,Galle Instant Foods Supply Co. PSJ,RAM-RAME-85G-67,24,1,69,111,3.91,1.11,86.5
LK-INS-D5Z8U,4791698436634,Ramen Instant Noodles 350g Pack,Instant Foods,Instant Noodles,Ramen,350g Pack,449.95,373.71,465,False,NONE,Colombo Instant Foods Supply Co. G5Y,RAM-RAME-350G-8Z,24,1,79,134,21.1,1.03,18.3
LK-INS-TXQ4E,4798837448923,Knorr Soup Mix Chicken 50g,Instant Foods,Soup Mix,Knorr,50g,360.0,301.56,492,False,NONE,Colombo Instant Foods Supply Co. G5Y,KNO-KNOR-50G-2C,24,2,41,60,3.28,1.19,61.3
LK-INS-MXE3G,4790376329404,Knorr Soup Mix Vegetable 50g,Instant Foods,Soup Mix,Knorr,50g,299.95,251.62,425,False,NONE,Colombo Instant Foods Supply Co. G5Y,KNO-KNOR-50G-BV,12,3,40,51,0.79,1.18,248.1
LK-INS-A4G7A,4797839313291,Kist Tomato Soup 50g,Instant Foods,Soup Mix,Kist,50g,430.0,354.81,241,False,NONE,Kalutara Instant Foods Supply Co. NSC,KIS-KIST-50G-CL,36,3,74,115,10.85,0.87,33.4
LK-INS-V2PKE,4790705605575,Ramen Soup Mix 500g,Instant Foods,Soup Mix,Ramen,500g,420.0,345.26,423,False,NONE,Colombo Instant Foods Supply Co. G5Y,RAM-RAME-500G-UH,12,3,24,47,1.65,1.18,71.3
LK-INS-623BL,4794456979183,Kist Soup Mix 80g,Instant Foods,Soup Mix,Kist,80g,120.0,100.05,220,False,NONE,Galle Instant Foods Supply Co. 4WS,KIS-KIST-80G-UP,12,3,79,143,6.36,1.19,60.9
LK-INS-M4BZN,4793882499692,Knorr Soup Mix 400g,Instant Foods,Soup Mix,Knorr,400g,459.9,372.19,317,False,NONE,Kalutara Instant Foods Supply Co. NER,KNO-KNOR-400G-2D,36,1,56,93,5.09,0.97,53.9
LK-INS-V6SXG,4792619379023,Ramen Instant Noodles 500g,Instant Foods,Instant Noodles,Ramen,500g,239.95,196.37,294,False,NONE,Galle Instant Foods Supply Co. PSJ,RAM-RAME-500G-PB,36,2,42,59,0.64,0.88,321.6
LK-INS-BC8MX,4796687230637,Knorr Cup Noodles 80g,Instant Foods,Instant Noodles,Knorr,80g,115.0,91.04,490,False,NONE,Kalutara Instant Foods Supply Co. NER,KNO-KNOR-80G-Y6,36,2,52,98,0.41,1.24,621.5
LK-INS-829ZN,4792249673713,Maggi Instant Noodles 500g,Instant Foods,Instant Noodles,Maggi,500g,160.0,131.16,413,False,NONE,Kalutara Instant Foods Supply Co. NER,MAG-MAGG-500G-8W,24,3,61,133,5.73,1.09,52.2
LK-INS-TVPJ2,4799769413669,Ramen Oats 80g,Instant Foods,Instant Other,Ramen,80g,120.0,97.26,499,False,NONE,Hambantota Instant Foods Supply Co. ANF,RAM-RAME-80G-T5,36,3,62,128,11.55,1.02,26.3
LK-INS-RWCUD,4794447427075,Knorr Oats 80g,Instant Foods,Instant Other,Knorr,80g,140.0,117.43,534,False,NONE,Galle Instant Foods Supply Co. PSJ,KNO-KNOR-80G-ZV,24,2,70,94,3.07,1.09,111.7
LK-INS-7WFRH,4794603782802,Knorr Soup Mix 70g,Instant Foods,Soup Mix,Knorr,70g,115.5,95.63,208,False,NONE,Colombo Instant Foods Supply Co. G5Y,KNO-KNOR-70G-W4,36,1,67,140,7.16,1.06,45.9
LK-INS-NPMW3,4797974631779,Maggi Cup Noodles 70g,Instant Foods,Instant Noodles,Maggi,70g,130.5,107.33,234,False,NONE,Galle Instant Foods Supply Co. 4WS,MAG-MAGG-70G-3M,24,3,70,114,4.01,0.88,85.5
LK-INS-HRANK,4796249864096,Prima Oats 80g,Instant Foods,Instant Other,Prima,80g,175.0,145.74,453,False,NONE,Kalutara Instant Foods Supply Co. NSC,PRI-PRIM-80G-33,24,2,60,101,14.19,1.01,20.7
LK-INS-XUGJG,4797620801280,Prima Cup Noodles 70g,Instant Foods,Instant Noodles,Prima,70g,115.0,90.08,512,False,NONE,Colombo Instant Foods Supply Co. G5Y,PRI-PRIM-70G-SL,36,1,25,49,1.43,0.99,85.7
LK-INS-354CC,4791923315246,Kist Instant Noodles 400g,Instant Foods,Instant Noodles,Kist,400g,659.95,545.92,361,False,NONE,Prima Lanka Ltd,KIS-KIST-400G-TH,24,3,44,75,1.17,1.03,184.3
LK-INS-NRQRX,4796942018444,Ramen Cup Noodles 90g,Instant Foods,Instant Noodles,Ramen,90g,130.0,105.86,472,False,NONE,Galle Instant Foods Supply Co. 5J7,RAM-RAME-90G-63,24,1,50,103,2.41,1.2,101.7
LK-INS-EAPEV,4791732652341,Kist Soup Mix 90g,Instant Foods,Soup Mix,Kist,90g,165.0,131.67,324,False,NONE,Kalutara Instant Foods Supply Co. NER,KIS-KIST-90G-ZZ,24,3,71,89,27.29,0.94,12.7
LK-INS-5SVDE,4799892891433,Kist Cup Noodles 80g,Instant Foods,Instant Noodles,Kist,80g,165.0,134.64,268,False,NONE,Galle Instant Foods Supply Co. 5J7,KIS-KIST-80G-PX,36,2,76,104,54.93,1.02,6.8
LK-INS-A9FRU,4797513407490,Prima Soup Mix 90g,Instant Foods,Soup Mix,Prima,90g,165.0,130.89,511,False,NONE,Galle Instant Foods Supply Co. 4WS,PRI-PRIM-90G-WB,24,2,66,96,10.69,0.98,30.3
LK-INS-B5GGY,4799737253037,Knorr Oats 90g,Instant Foods,Instant Other,Knorr,90g,115.0,96.39,385,False,NONE,Galle Instant Foods Supply Co. 4WS,KNO-KNOR-90G-WT,24,2,38,82,19.05,1.21,9.8
LK-INS-BDLPG,4799507873052,Kist Instant Noodles 80g,Instant Foods,Instant Noodles,Kist,80g,165.0,132.13,310,False,NONE,Colombo Instant Foods Supply Co. G5Y,KIS-KIST-80G-BC,12,2,64,123,2.5,1.15,125.4
LK-INS-ZZY2K,4798497565787,Knorr Cup Noodles 500g,Instant Foods,Instant Noodles,Knorr,500g,200.0,169.13,349,False,NONE,Colombo Instant Foods Supply Co. G5Y,KNO-KNOR-500G-QR,36,2,37,47,20.78,1.24,8.7
LK-INS-MAX8M,4798397830183,Prima Instant Noodles 80g,Instant Foods,Instant Noodles,Prima,80g,135.5,109.74,451,False,NONE,Negombo Instant Foods Supply Co. DPT,PRI-PRIM-80G-5Z,36,2,49,95,15.74,1.18,15.3
LK-INS-27APL,4797188758750,Ramen Instant Noodles 80g,Instant Foods,Instant Noodles,Ramen,80g,165.0,137.99,343,False,NONE,Prima Lanka Ltd,RAM-RAME-80G-CJ,12,3,45,93,2.11,0.95,104.5
LK-INS-PB3SS,4797739202442,Prima Cup Noodles 400g,Instant Foods,Instant Noodles,Prima,400g,639.9,521.83,327,False,NONE,Kalutara Instant Foods Supply Co. NSC,PRI-PRIM-400G-A8,12,1,60,101,3.7,1.15,79.5
LK-INS-39ME3,4799426166648,Ramen Oats 90g,Instant Foods,Instant Other,Ramen,90g,90.0,75.9,280,False,NONE,Hambantota Instant Foods Supply Co. ANF,RAM-RAME-90G-EB,24,2,46,63,3.67,1.25,61.4
LK-INS-AAE2F,4798321529008,Ramen Soup Mix 400g,Instant Foods,Soup Mix,Ramen,400g,599.9,480.51,278,False,NONE,Hambantota Instant Foods Supply Co. ANF,RAM-RAME-400G-UE,36,3,80,126,6.03,0.87,65.0
LK-INS-RG39J,4793246447109,Prima Oats 70g,Instant Foods,Instant Other,Prima,70g,125.0,101.16,519,False,NONE,Kalutara Instant Foods Supply Co. NER,PRI-PRIM-70G-D3,12,3,53,114,17.71,1.06,14.7
LK-INS-HCD7L,4799084798014,Knorr Cup Noodles 70g,Instant Foods,Instant Noodles,Knorr,70g,175.0,145.16,458,False,NONE,Galle Instant Foods Supply Co. 4WS,KNO-KNOR-70G-7D,36,2,73,116,7.89,1.02,45.3
LK-INS-BQQ37,4795947910999,Ramen Oats 400g,Instant Foods,Instant Other,Ramen,400g,450.0,369.92,483,False,NONE,Colombo Instant Foods Supply Co. G5Y,RAM-RAME-400G-8U,36,3,44,59,2.66,0.97,81.1
LK-INS-SMB7C,4790026755478,Maggi Instant Noodles 70g,Instant Foods,Instant Noodles,Maggi,70g,165.0,130.16,192,False,NONE,Galle Instant Foods Supply Co. 5J7,MAG-MAGG-70G-N5,24,1,51,71,7.51,1.04,33.3
LK-INS-LF8M2,4793308048084,Maggi Soup Mix 70g,Instant Foods,Soup Mix,Maggi,70g,165.0,137.59,358,False,NONE,Negombo Instant Foods Supply Co. DPT,MAG-MAGG-70G-5F,12,2,73,114,35.76,1.2,10.0
LK-INS-FGJ6G,4796810981764,Maggi Soup Mix 80g,Instant Foods,Soup Mix,Maggi,80g,95.5,75.06,244,False,NONE,Kalutara Instant Foods Supply Co. NER,MAG-MAGG-80G-QZ,12,1,45,60,4.15,1.11,53.1
LK-INS-45T4V,4791473594689,Maggi Oats 80g,Instant Foods,Instant Other,Maggi,80g,100.5,79.99,382,False,NONE,Galle Instant Foods Supply Co. 5J7,MAG-MAGG-80G-N7,24,2,45,61,12.86,1.07,17.1
LK-INS-ZF22C,4793237014099,Maggi Instant Noodles 80g,Instant Foods,Instant Noodles,Maggi,80g,160.5,127.27,293,False,NONE,Galle Instant Foods Supply Co. 5J7,MAG-MAGG-80G-D6,36,1,46,84,7.03,1.23,32.1
LK-INS-V99KX,4799611595338,Maggi Soup Mix 400g,Instant Foods,Soup Mix,Maggi,400g,609.9,507.25,513,False,NONE,Negombo Instant Foods Supply Co. DPT,MAG-MAGG-400G-UF,24,2,72,157,5.28,1.21,66.8
LK-INS-FW43D,4793098051837,Kist Cup Noodles 70g,Instant Foods,Instant Noodles,Kist,70g,160.0,129.58,440,False,NONE,Kalutara Instant Foods Supply Co. NSC,KIS-KIST-70G-NT,36,2,50,72,1.1,1.25,222.7
LK-INS-USG57,4796218743094,Prima Soup Mix 80g,Instant Foods,Soup Mix,Prima,80g,130.0,107.58,254,False,NONE,Kalutara Instant Foods Supply Co. NER,PRI-PRIM-80G-U9,24,2,62,114,6.35,1.14,47.8
LK-INS-MXG4L,4798908454822,Kist Oats 500g,Instant Foods,Instant Other,Kist,500g,309.95,247.58,506,False,NONE,Kalutara Instant Foods Supply Co. NER,KIS-KIST-500G-J6,24,2,38,49,1.54,0.89,120.9
LK-INS-QTASG,4799744765226,Kist Instant Noodles 70g,Instant Foods,Instant Noodles,Kist,70g,155.5,127.53,386,False,NONE,Kalutara Instant Foods Supply Co. NSC,KIS-KIST-70G-33,36,2,72,94,0.83,1.0,425.1
LK-INS-VWS7B,4795005745808,Knorr Soup Mix 80g,Instant Foods,Soup Mix,Knorr,80g,135.0,108.11,253,False,NONE,Hambantota Instant Foods Supply Co. ANF,KNO-KNOR-80G-44,24,3,57,85,7.47,0.9,37.4
LK-INS-NYUMJ,4794524881608,Knorr Instant Noodles 80g,Instant Foods,Instant Noodles,Knorr,80g,130.5,105.79,300,False,NONE,Colombo Instant Foods Supply Co. G5Y,KNO-KNOR-80G-ZR,24,1,55,89,1.8,0.89,149.7
LK-INS-GCGU7,4793912983580,Prima Oats 400g,Instant Foods,Instant Other,Prima,400g,419.95,334.21,515,False,NONE,Kalutara Instant Foods Supply Co. NSC,PRI-PRIM-400G-UA,36,1,32,53,5.54,1.24,28.3
LK-INS-NAG6U,4794794080305,Ramen Instant Noodles 400g,Instant Foods,Instant Noodles,Ramen,400g,600.0,487.73,353,False,NONE,Negombo Instant Foods Supply Co. DPT,RAM-RAME-400G-LL,36,1,79,126,19.87,1.16,19.5
LK-INS-R74SW,4792658728028,Ramen Cup Noodles 70g,Instant Foods,Instant Noodles,Ramen,70g,125.0,104.56,469,False,NONE,Colombo Instant Foods Supply Co. G5Y,RAM-RAME-70G-2W,24,2,50,62,4.58,1.08,53.5
LK-INS-AAXN7,4798286872201,Prima Cup Noodles 80g,Instant Foods,Instant Noodles,Prima,80g,90.0,76.23,306,False,NONE,Colombo Instant Foods Supply Co. G5Y,PRI-PRIM-80G-A7,12,1,78,135,5.32,1.15,71.8
LK-INS-23LHZ,4794151980705,Maggi Cup Noodles 500g,Instant Foods,Instant Noodles,Maggi,500g,429.95,343.75,419,False,NONE,Galle Instant Foods Supply Co. PSJ,MAG-MAGG-500G-7J,36,2,77,155,3.06,1.22,123.3
LK-INS-VL2N9,4794955910922,Maggi Cup Noodles 80g,Instant Foods,Instant Noodles,Maggi,80g,150.0,123.64,301,False,NONE,Colombo Instant Foods Supply Co. G5Y,MAG-MAGG-80G-RZ,24,2,53,108,16.43,0.94,15.8
LK-INS-BYW9Z,4793029614995,Prima Cup Noodles 90g,Instant Foods,Instant Noodles,Prima,90g,125.0,98.52,221,False,NONE,Prima Lanka Ltd,PRI-PRIM-90G-VE,24,3,60,91,9.78,0.92,30.1
LK-INS-FEH8L,4798458487493,Kist Oats 90g,Instant Foods,Instant Other,Kist,90g,145.0,120.08,314,False,NONE,Kalutara Instant Foods Supply Co. NSC,KIS-KIST-90G-CC,36,2,50,69,6.91,1.01,35.5
LK-INS-BDBY7,4790197435759,Maggi Oats 500g,Instant Foods,Instant Other,Maggi,500g,370.0,300.98,274,False,NONE,Galle Instant Foods Supply Co. PSJ,MAG-MAGG-500G-JX,24,2,79,145,23.42,1.07,16.5
LK-INS-HJP2K,4794249470026,Knorr Soup Mix 90g,Instant Foods,Soup Mix,Knorr,90g,135.0,114.39,353,False,NONE,Galle Instant Foods Supply Co. 5J7,KNO-KNOR-90G-HC,24,3,32,48,4.46,1.1,35.2
LK-INS-89U72,4793083572897,Ramen Soup Mix 80g,Instant Foods,Soup Mix,Ramen,80g,120.5,94.9,327,False,NONE,Prima Lanka Ltd,RAM-RAME-80G-GD,12,3,39,57,6.36,1.12,30.0
LK-INS-KLNAW,4799757336826,Prima Cup Noodles 500g,Instant Foods,Instant Noodles,Prima,500g,300.0,251.37,527,False,NONE,Negombo Instant Foods Supply Co. DPT,PRI-PRIM-500G-82,24,3,47,90,15.41,1.02,14.9
LK-INS-2T8L3,4794871300029,Ramen Oats 70g,Instant Foods,Instant Other,Ramen,70g,120.0,101.48,398,False,NONE,Galle Instant Foods Supply Co. 5J7,RAM-RAME-70G-YS,24,2,45,92,3.1,1.05,71.1
LK-INS-UHVZC,4795633706950,Knorr Instant Noodles 70g,Instant Foods,Instant Noodles,Knorr,70g,105.0,86.86,183,False,NONE,Galle Instant Foods Supply Co. 4WS,KNO-KNOR-70G-EG,36,3,65,85,6.99,1.2,45.6
LK-INS-MGNRK,4794199771181,Kist Soup Mix 500g,Instant Foods,Soup Mix,Kist,500g,349.95,283.04,263,False,NONE,Prima Lanka Ltd,KIS-KIST-500G-G2,24,3,42,89,2.36,0.96,87.2
LK-INS-K6GSQ,4796947493475,Kist Instant Noodles 500g,Instant Foods,Instant Noodles,Kist,500g,339.95,274.31,349,False,NONE,Kalutara Instant Foods Supply Co. NER,KIS-KIST-500G-P4,12,3,64,123,26.62,1.04,11.8
LK-INS-UNF4W,4792179005318,Knorr Cup Noodles 90g,Instant Foods,Instant Noodles,Knorr,90g,135.0,109.55,208,False,NONE,Galle Instant Foods Supply Co. PSJ,KNO-KNOR-90G-4B,24,2,68,139,4.47,1.1,74.5
LK-INS-65WZG,4792681307832,Prima Oats 90g,Instant Foods,Instant Other,Prima,90g,165.0,132.84,455,False,NONE,Hambantota Instant Foods Supply Co. ANF,PRI-PRIM-90G-PG,36,2,46,81,26.84,0.94,8.4
LK-INS-NMZDM,4794557116272,Kist Cup Noodles 400g,Instant Foods,Instant Noodles,Kist,400g,619.95,500.65,268,False,NONE,Kalutara Instant Foods Supply Co. NSC,KIS-KIST-400G-PX,12,2,62,82,3.06,1.05,99.3
LK-INS-CJEC2,4790763443348,Maggi Soup Mix 500g,Instant Foods,Soup Mix,Maggi,500g,165.0,134.53,504,False,NONE,Kalutara Instant Foods Supply Co. NER,MAG-MAGG-500G-AM,36,3,37,53,1.41,1.13,128.6
LK-INS-XKGZF,4794351723683,Prima Instant Noodles 70g,Instant Foods,Instant Noodles,Prima,70g,145.5,122.91,267,False,NONE,Galle Instant Foods Supply Co. 5J7,PRI-PRIM-70G-CS,36,2,58,90,1.27,1.15,223.8
LK-INS-LSCWZ,4793061139005,Knorr Oats 500g,Instant Foods,Instant Other,Knorr,500g,399.9,321.07,258,False,NONE,Kalutara Instant Foods Supply Co. NSC,KNO-KNOR-500G-ZJ,24,2,78,143,9.18,1.05,41.6
LK-INS-QQXZY,4796385981824,Prima Instant Noodles 400g,Instant Foods,Instant Noodles,Prima,400g,620.0,485.13,520,False,NONE,Negombo Instant Foods Supply Co. DPT,PRI-PRIM-400G-SP,36,3,43,74,22.17,0.87,9.5
LK-INS-A7J32,4790940447503,Maggi Cup Noodles 400g,Instant Foods,Instant Noodles,Maggi,400g,460.0,383.06,283,False,NONE,Galle Instant Foods Supply Co. 4WS,MAG-MAGG-400G-7W,12,2,50,93,3.78,1.06,64.8
LK-INS-9JLNL,4794204300634,Maggi Instant Noodles 90g,Instant Foods,Instant Noodles,Maggi,90g,160.0,131.98,383,False,NONE,Galle Instant Foods Supply Co. 4WS,MAG-MAGG-90G-GC,24,3,77,157,2.56,1.15,147.4
LK-INS-DK3GJ,4792328614026,Ramen Cup Noodles 80g,Instant Foods,Instant Noodles,Ramen,80g,120.0,94.9,255,False,NONE,Kalutara Instant Foods Supply Co. NSC,RAM-RAME-80G-XV,12,2,40,77,6.04,0.86,32.5
LK-INS-NJ6LL,4794350979135,Maggi Cup Noodles 90g,Instant Foods,Instant Noodles,Maggi,90g,115.0,97.33,229,False,NONE,Galle Instant Foods Supply Co. 5J7,MAG-MAGG-90G-QL,36,2,48,63,3.57,0.92,65.9
LK-INS-2UD77,4799536140835,Prima Soup Mix 500g,Instant Foods,Soup Mix,Prima,500g,230.0,188.4,429,False,NONE,Prima Lanka Ltd,PRI-PRIM-500G-7C,36,1,49,70,1.39,0.9,172.7
