sku,barcode,productname,category,brand,unitsize,baseunitpricelkr,typicalshelflifedays,supplier,casesize,maxshelfcapacityunits,widthcm,heightcm,depthcm,unitcostlkr,minfacings,maxfacings
LK-SNK-1V127,4795796784277,Kandos Milk Chocolate 45g,Snacks & Confectionery,Kandos,45g,130.8,247,Ceylon Chocolates Limited,44,132,5.6,27.9,17.1,90.24,2,8
LK-SNK-AGVLK,4799118773475,Kandos Cashewnut 45g,Snacks & Confectionery,Kandos,45g,169.03,207,Ceylon Chocolates Limited,41,82,24.1,8.9,10.3,116.39,1,6
LK-SNK-Q4PBG,4794276246717,Kandos Fruit & Nut 90g,Snacks & Confectionery,Kandos,90g,322.39,261,Ceylon Chocolates Limited,41,205,14.5,31.1,11.6,213.14,2,5
LK-SNK-R8WM9,4795009025593,Kandos Caramel 45g,Snacks & Confectionery,Kandos,45g,122.69,207,Ceylon Chocolates Limited,27,135,11.9,17.6,9.0,75.21,3,4
LK-SNK-IXV6C,4794152085072,Cadbury Dairy Milk 55g,Snacks & Confectionery,Cadbury,55g,222.35,251,Mondelez Lanka (Private) Limited,32,64,18.9,23.9,19.8,148.82,2,7
LK-SNK-OU3DY,4795785294565,Cadbury Dairy Milk Silk 150g,Snacks & Confectionery,Cadbury,150g,180.7,321,Mondelez Lanka (Private) Limited,41,123,10.7,9.3,19.9,116.33,2,4
LK-SNK-W8ZUV,4794198763514,Cadbury Fruit & Nut 180g,Snacks & Confectionery,Cadbury,180g,555.91,325,Mondelez Lanka (Private) Limited,37,148,9.0,18.9,13.6,380.12,2,8
LK-SNK-1GAZ5,4799737489696,M&M Milk Chocolate 28g,Snacks & Confectionery,M&M,28g,116.33,171,Mars Lanka (Private) Limited,38,114,9.8,28.2,16.0,82.92,2,6
LK-SNK-L3CHO,4794249363120,M&M Peanut 45g,Snacks & Confectionery,M&M,45g,139.19,331,Mars Lanka (Private) Limited,38,190,16.2,19.8,14.0,96.11,1,4
LK-SNK-FEJ2X,4792070015942,Snickers Chocolate Bar 50g,Snacks & Confectionery,Snickers,50g,216.72,224,Mars Lanka (Private) Limited,45,90,12.9,30.7,17.3,132.62,1,3
LK-SNK-USEXU,4798471391555,Mars Chocolate Bar 33g,Snacks & Confectionery,Mars,33g,139.94,326,Mars Lanka (Private) Limited,47,141,23.7,13.9,4.8,88.38,1,5
LK-SNK-PJVRN,4791586734255,KitKat Chocolate 38g,Snacks & Confectionery,KitKat,38g,133.27,198,Nestle Lanka PLC,44,88,21.8,25.9,19.0,90.07,3,8
LK-SNK-ITL8N,4791837606447,Ferrero Rocher Chocolate 62.5g,Snacks & Confectionery,Ferrero Rocher,62.5g,334.44,180,Ferrero Trading Lanka,30,90,23.3,25.0,18.0,207.78,3,6
LK-SNK-2JC2R,4796561248154,Toblerone Milk Chocolate 200g,Snacks & Confectionery,Toblerone,200g,558.89,260,Mondelez Lanka (Private) Limited,34,170,18.9,28.6,13.9,353.49,1,8
LK-TEA-PXAHK,4799112382963,Dilmah Tea Bags 50s,Tea & Coffee,Dilmah,50s,502.31,854,Dilmah Ceylon Tea Company PLC,28,112,8.5,24.0,8.6,415.73,2,4
LK-TEA-DNON4,4799300893172,Dilmah Tea Leaf Premium 200g,Tea & Coffee,Dilmah,200g,469.39,537,Dilmah Ceylon Tea Company PLC,36,180,17.0,12.0,19.3,375.94,1,7
LK-TEA-EZP7Q,4797133344762,Dilmah Tea Strong 100g,Tea & Coffee,Dilmah,100g,246.04,979,Dilmah Ceylon Tea Company PLC,33,99,13.4,19.0,5.5,194.39,2,5
LK-TEA-IQIUX,4791072563666,Dilmah Tea Earl Grey 125g,Tea & Coffee,Dilmah,125g,427.22,462,Dilmah Ceylon Tea Company PLC,25,50,11.7,14.3,18.4,355.47,3,8
LK-TEA-8V0BJ,4799646528097,Dilmah Tea English Breakfast 125g,Tea & Coffee,Dilmah,125g,315.87,869,Dilmah Ceylon Tea Company PLC,38,114,6.8,27.2,10.4,264.73,2,3
LK-TEA-L9R9K,4795644948561,Dilmah Tea Green Pure Ceylon 75g,Tea & Coffee,Dilmah,75g,304.97,868,Dilmah Ceylon Tea Company PLC,41,205,6.1,12.0,6.9,252.49,1,6
LK-TEA-JZP97,4790758777120,Lipton Ceylonta Black Tea Bags 50s,Tea & Coffee,Lipton,50s,348.44,655,Unilever Sri Lanka Limited,29,116,16.3,25.9,6.6,293.89,1,7
LK-TEA-1G7IR,4791504165918,Lipton Ceylonta Black Tea 500g,Tea & Coffee,Lipton,500g,1527.73,448,Unilever Sri Lanka Limited,46,230,14.1,33.8,13.1,1282.13,1,5
LK-TEA-8X8L0,4799230450186,Lipton Pure Green Tea Bag 26g,Tea & Coffee,Lipton,26g,333.27,773,Unilever Sri Lanka Limited,29,87,24.3,31.4,4.5,274.38,1,4
LK-TEA-NOX8F,4794764925155,Zesta Tea 250g,Tea & Coffee,Zesta,250g,705.06,762,Akbar Brothers (Private) Limited,32,160,6.8,19.4,9.3,575.14,1,6
LK-TEA-WDS9Y,4792788147614,Zesta Green Tea 25s,Tea & Coffee,Zesta,25s,307.01,517,Akbar Brothers (Private) Limited,45,180,21.8,22.1,8.0,250.69,1,7
LK-TEA-CBDPD,4799454918011,Watawala Tea 1kg,Tea & Coffee,Watawala,1kg,2910.77,551,Sunshine Holdings PLC,25,50,13.3,27.0,8.3,2379.84,3,6
LK-TEA-1Q3M7,4792321941686,Watawala Green Tea 20s,Tea & Coffee,Watawala,20s,182.15,378,Sunshine Holdings PLC,44,220,14.2,18.9,14.2,149.79,3,7
LK-TEA-0K3WY,4796412203103,Maliban Tea 400g,Tea & Coffee,Maliban,400g,1202.42,392,Maliban Biscuit Manufactories (Private) Limited,39,117,18.0,19.8,13.6,1006.21,3,4
LK-TEA-D1FPE,4792777079339,Nescafe Classic 50g,Tea & Coffee,Nescafe,50g,158.33,766,Nestle Lanka PLC,34,68,7.1,30.9,10.3,125.39,2,6
LK-TEA-0VTKR,4797899730809,Nescafe Gold 100g,Tea & Coffee,Nescafe,100g,304.4,430,Nestle Lanka PLC,44,220,22.8,11.2,13.6,252.01,3,5
LK-TEA-QPF0Q,4797383959723,Nescafe Gold Espresso 100g,Tea & Coffee,Nescafe,100g,396.63,764,Nestle Lanka PLC,45,180,20.9,29.6,17.4,317.06,3,4
LK-TEA-K0YEH,4799716743382,Harischandra Coffee 200g,Tea & Coffee,Harischandra,200g,416.47,632,Harischandra Mills PLC,45,135,8.5,31.2,11.6,353.47,1,5
LK-HOU-PWEIJ,4795508428918,Sunlight Washing Powder 500g,Household & Cleaning,Sunlight,500g,435.41,1626,Unilever Sri Lanka Limited,24,48,24.5,29.1,13.4,341.86,1,7
LK-HOU-BDW56,4792478712559,Sunlight Soap Yellow 360g,Household & Cleaning,Sunlight,360g,389.26,1143,Unilever Sri Lanka Limited,18,36,9.9,29.8,8.8,327.52,3,4
LK-HOU-DN1MX,4792863266674,Sunlight Dishwash Liquid 1.5L,Household & Cleaning,Sunlight,1.5L,1325.92,1470,Unilever Sri Lanka Limited,19,57,20.4,27.4,11.8,1079.13,1,3
LK-HOU-MO1PO,4790290846681,Surf Excel Washing Powder Extra Clean 500g,Household & Cleaning,Surf Excel,500g,472.18,1372,Unilever Sri Lanka Limited,12,48,23.0,24.5,5.5,377.5,2,6
LK-HOU-X5WWP,4795634108562,Surf Excel Matic Washing Powder 1kg,Household & Cleaning,Surf Excel,1kg,831.79,988,Unilever Sri Lanka Limited,20,80,9.3,21.8,8.3,663.93,2,8
LK-HOU-FB2VI,4794681054853,Rin Washing Powder 1kg,Household & Cleaning,Rin,1kg,573.24,985,Unilever Sri Lanka Limited,16,32,14.1,34.5,16.7,456.9,3,7
LK-HOU-Z7X4I,4794492683150,Diva Detergent Powder 400g,Household & Cleaning,Diva,400g,337.8,1469,Hemas Consumer Brands,13,39,19.2,30.4,4.4,282.58,1,6
LK-HOU-5RQNS,4799886497672,Diva Liquid Detergent 1L,Household & Cleaning,Diva,1L,834.94,1583,Hemas Consumer Brands,14,42,14.7,20.4,19.5,654.3,3,7
LK-HOU-EHR07,4795196115947,Vim Dishwash Bar 200g,Household & Cleaning,Vim,200g,133.63,1490,Unilever Sri Lanka Limited,17,68,10.9,8.8,5.4,112.15,3,6
LK-HOU-B66H3,4797018510671,Vim Dishwash Liquid 500ml,Household & Cleaning,Vim,500ml,469.0,1421,Unilever Sri Lanka Limited,19,57,20.2,21.6,10.8,380.08,2,8
LK-HOU-Q5L2X,4796636580745,Harpic Toilet Bowl Cleaner 500ml,Household & Cleaning,Harpic,500ml,487.94,780,Reckitt Benckiser Lanka Limited,22,88,16.2,11.3,12.5,385.17,1,7
LK-HOU-T18S1,4798018204331,Harpic Bathroom Cleaner 500ml,Household & Cleaning,Harpic,500ml,535.72,1639,Reckitt Benckiser Lanka Limited,24,96,13.0,9.2,17.7,423.9,1,5
LK-HOU-PO4LJ,4791182422419,Domex Toilet Cleaner 500ml,Household & Cleaning,Domex,500ml,360.1,1076,Unilever Sri Lanka Limited,21,84,8.6,27.3,8.1,282.08,1,5
LK-HOU-F6J76,4790339937882,Dettol Antiseptic Liquid 1L,Household & Cleaning,Dettol,1L,722.47,854,Reckitt Benckiser Lanka Limited,19,95,6.3,8.8,13.8,608.28,1,5
LK-HOU-TVD1X,4792496718328,Dettol Hand Wash 200ml,Household & Cleaning,Dettol,200ml,249.32,1232,Reckitt Benckiser Lanka Limited,18,90,5.8,29.9,19.3,194.73,3,5
LK-HOU-XGC7J,4794653984027,Mortein Mosquito Coil 10s,Household & Cleaning,Mortein,10s,193.92,1345,Reckitt Benckiser Lanka Limited,18,36,21.6,27.6,20.0,157.19,2,4
LK-HOU-V8LYM,4794743553799,Mortein Vaporiser Refill 45 Nights,Household & Cleaning,Mortein,45 Nights,465.69,1003,Reckitt Benckiser Lanka Limited,12,60,5.1,8.3,6.0,366.04,3,8
LK-HOU-Z1T2X,4791807156958,Comfort Fabric Conditioner 860ml,Household & Cleaning,Comfort,860ml,647.63,747,Unilever Sri Lanka Limited,19,76,23.7,20.0,6.8,512.44,1,5
LK-HOU-YZG3W,4793375047935,Sunlight Washing Powder 500g,Household & Cleaning,Sunlight,500g,281.57,1541,Unilever Sri Lanka Limited,16,80,8.4,13.2,15.6,219.93,3,8
LK-HOU-VGV0E,4799384308944,Sunlight Soap Yellow 360g,Household & Cleaning,Sunlight,360g,365.72,734,Unilever Sri Lanka Limited,22,44,22.1,16.7,17.4,288.25,2,5
LK-HOU-ESRSB,4793046875065,Sunlight Dishwash Liquid 1.5L,Household & Cleaning,Sunlight,1.5L,947.3,781,Unilever Sri Lanka Limited,15,75,24.2,32.8,6.3,799.78,2,5
LK-HOU-CWBPA,4795431735053,Surf Excel Washing Powder Extra Clean 500g,Household & Cleaning,Surf Excel,500g,394.33,879,Unilever Sri Lanka Limited,21,105,20.3,24.9,12.8,328.65,1,3
LK-HOU-7N6Y2,4790704961108,Surf Excel Matic Washing Powder 1kg,Household & Cleaning,Surf Excel,1kg,760.48,1511,Unilever Sri Lanka Limited,13,65,9.7,24.2,14.2,630.71,1,6
LK-HOU-N25WM,4790785931106,Rin Washing Powder 1kg,Household & Cleaning,Rin,1kg,775.93,1126,Unilever Sri Lanka Limited,14,56,12.1,21.0,13.6,655.87,1,4
LK-HOU-EBEVS,4795498227492,Diva Detergent Powder 400g,Household & Cleaning,Diva,400g,308.29,746,Hemas Consumer Brands,21,63,6.1,21.7,17.2,254.09,1,6
LK-HOU-M9XHC,4793779599597,Diva Liquid Detergent 1L,Household & Cleaning,Diva,1L,690.86,944,Hemas Consumer Brands,24,48,14.9,32.8,13.9,571.34,3,4
LK-HOU-QHR13,4796362050154,Vim Dishwash Bar 200g,Household & Cleaning,Vim,200g,132.7,1325,Unilever Sri Lanka Limited,15,60,5.9,8.8,6.4,111.73,1,4
LK-HOU-5ZMTG,4790241026155,Vim Dishwash Liquid 500ml,Household & Cleaning,Vim,500ml,563.39,1221,Unilever Sri Lanka Limited,24,96,18.2,33.4,19.6,466.85,3,6
LK-HOU-5CF72,4793865596301,Harpic Toilet Bowl Cleaner 500ml,Household & Cleaning,Harpic,500ml,518.4,1332,Reckitt Benckiser Lanka Limited,17,51,6.1,29.5,17.8,419.33,3,7
LK-HOU-5HCQX,4791286857872,Harpic Bathroom Cleaner 500ml,Household & Cleaning,Harpic,500ml,366.54,1806,Reckitt Benckiser Lanka Limited,19,95,14.5,23.7,13.8,293.28,3,8
LK-PER-BHH5O,4794669254817,Signal Toothpaste Strong Teeth 70g,Personal Care,Signal,70g,133.43,820,Unilever Sri Lanka Limited,23,69,16.7,20.6,13.6,105.85,2,6
LK-PER-QO2LN,4792734151481,Signal Toothpaste Charcoal White 120g,Personal Care,Signal,120g,282.05,648,Unilever Sri Lanka Limited,15,30,6.4,9.0,6.4,211.12,1,8
LK-PER-LK3YJ,4799284044560,Closeup Red Hot Toothpaste 40g,Personal Care,Closeup,40g,155.67,1036,Unilever Sri Lanka Limited,27,81,22.3,14.1,15.3,114.3,1,6
LK-PER-IVTQ3,4795153663771,Closeup Lemon Splash 120g,Personal Care,Closeup,120g,336.47,507,Unilever Sri Lanka Limited,16,64,23.9,8.3,16.8,268.37,2,5
LK-PER-IP11Y,4794590902252,Colgate Toothpaste Total 120g,Personal Care,Colgate,120g,290.91,987,Colgate-Palmolive Lanka (Private) Limited,24,120,9.1,18.5,12.1,214.13,1,6
LK-PER-DUQ6D,4791820970234,Colgate Toothpaste Max Fresh 150g,Personal Care,Colgate,150g,293.9,655,Colgate-Palmolive Lanka (Private) Limited,19,76,18.2,9.9,4.0,212.48,3,3
LK-PER-G4OFD,4798671632342,Sensodyne Toothpaste Rapid Relief 75g,Personal Care,Sensodyne,75g,201.86,851,GlaxoSmithKline Consumer Healthcare Lanka,31,124,16.7,21.6,14.6,150.03,2,4
LK-PER-AFCO3,4798597779015,Sunsilk Shampoo Black Shine 340ml,Personal Care,Sunsilk,340ml,672.13,832,Unilever Sri Lanka Limited,34,136,12.8,30.2,17.4,490.33,2,4
LK-PER-GWPNX,4799160324847,Sunsilk Shampoo Thick & Long 180ml,Personal Care,Sunsilk,180ml,453.33,587,Unilever Sri Lanka Limited,25,50,24.9,10.1,4.8,360.24,2,6
LK-PER-QJSQC,4797656360041,Sunsilk Shampoo Smooth Nourish 180ml,Personal Care,Sunsilk,180ml,342.94,699,Unilever Sri Lanka Limited,35,175,14.7,9.8,12.3,249.19,1,8
LK-PER-8F34G,4790912418623,Dove Shampoo Hair Fall Rescue 180ml,Personal Care,Dove,180ml,335.52,1058,Unilever Sri Lanka Limited,16,80,12.2,13.9,3.6,247.92,3,7
LK-PER-HZ43X,4791647090061,Dove Shampoo Intense Repair 340ml,Personal Care,Dove,340ml,825.48,748,Unilever Sri Lanka Limited,18,36,5.3,8.8,3.2,599.05,1,8
LK-PER-YH523,4792206815583,Head & Shoulders Shampoo Cool Menthol 170ml,Personal Care,Head & Shoulders,170ml,386.55,919,Procter & Gamble Lanka (Private) Limited,25,50,9.6,10.9,8.5,289.92,1,6
LK-PER-XAHHX,4794950136495,Head & Shoulders Shampoo Anti Hair Fall 330ml,Personal Care,Head & Shoulders,330ml,699.87,1094,Procter & Gamble Lanka (Private) Limited,30,90,10.0,10.6,8.5,504.44,3,8
LK-PER-N71EG,4795715099765,Clear Shampoo Ice Cool 80ml,Personal Care,Clear,80ml,304.41,880,Unilever Sri Lanka Limited,34,68,9.7,24.6,18.2,225.46,2,4
LK-PER-01WCN,4794326303971,Pantene Shampoo Hair Fall Control 170ml,Personal Care,Pantene,170ml,405.67,649,Procter & Gamble Lanka (Private) Limited,32,64,15.4,34.4,14.0,313.87,2,3
LK-PER-I0MHB,4793396852709,Pantene Shampoo Long Black 340ml,Personal Care,Pantene,340ml,600.68,562,Procter & Gamble Lanka (Private) Limited,32,96,23.8,11.4,6.0,456.92,3,4
LK-PER-IC0LZ,4793629344971,Dettol Soap Original 110g,Personal Care,Dettol,110g,315.48,857,Reckitt Benckiser Lanka Limited,23,115,12.6,20.7,10.2,247.3,3,8
LK-PER-PF8R1,4796149828242,Dettol Soap Cool 70g,Personal Care,Dettol,70g,158.05,655,Reckitt Benckiser Lanka Limited,29,145,6.4,11.7,11.0,122.57,1,4
LK-PER-A50NO,4796656749160,Lifebuoy Soap Total 100g,Personal Care,Lifebuoy,100g,454.0,492,Unilever Sri Lanka Limited,30,90,8.9,19.8,7.3,327.15,3,5
LK-PER-SRYZX,4796337050240,Lifebuoy Soap Cool Fresh 100g,Personal Care,Lifebuoy,100g,342.17,515,Unilever Sri Lanka Limited,19,57,5.2,28.8,14.0,247.89,2,6
LK-PER-Z9C65,4792644886947,Lux Soap 100g,Personal Care,Lux,100g,393.57,456,Unilever Sri Lanka Limited,32,128,21.3,15.3,6.6,291.16,3,6
LK-PER-ZAGRD,4796864622521,Nivea Body Lotion 100ml,Personal Care,Nivea,100ml,305.61,551,Beiersdorf Lanka (Private) Limited,15,75,16.3,13.7,6.4,239.65,3,4
LK-PER-3G95P,4799121416147,Vaseline Body Lotion Healthy White 400ml,Personal Care,Vaseline,400ml,600.56,605,Unilever Sri Lanka Limited,27,54,5.2,15.2,19.2,479.02,3,7
LK-PER-2BH2N,4798477596558,Parachute Coconut Oil 100ml,Personal Care,Parachute,100ml,302.28,687,Marico Lanka (Private) Limited,23,115,12.6,9.5,9.1,233.53,2,3
LK-PER-A5O47,4790918435792,Signal Toothpaste Strong Teeth 120g,Personal Care,Signal,120g,309.79,892,Unilever Sri Lanka Limited,33,99,5.1,25.2,19.0,226.27,2,3
LK-PER-W580Y,4793976915671,Signal Toothpaste Charcoal White 40g,Personal Care,Signal,40g,158.95,467,Unilever Sri Lanka Limited,24,96,17.1,27.2,17.8,116.26,3,8
LK-PER-SE2KY,4798727178336,Closeup Red Hot Toothpaste 120g,Personal Care,Closeup,120g,233.86,1040,Unilever Sri Lanka Limited,14,28,13.7,27.3,5.7,173.0,2,6
LK-PER-1HJR6,4791287153997,Closeup Lemon Splash 120g,Personal Care,Closeup,120g,210.35,755,Unilever Sri Lanka Limited,32,160,21.2,14.0,5.0,162.5,1,3
LK-PER-D070E,4795256904092,Colgate Toothpaste Total 120g,Personal Care,Colgate,120g,285.7,798,Colgate-Palmolive Lanka (Private) Limited,36,144,21.0,33.2,5.1,209.2,3,7
LK-BAB-VDA4L,4794377294204,Huggies Dry Pants S 4s,Baby Products,Huggies,4s,381.81,1070,Kimberly-Clark Lanka (Private) Limited,8,40,17.6,13.8,8.0,321.28,2,3
LK-BAB-9L3H0,4793027642082,Huggies Dry Pants M 16s,Baby Products,Huggies,16s,787.3,849,Kimberly-Clark Lanka (Private) Limited,12,60,12.8,22.3,7.8,657.12,3,4
LK-BAB-ZTDL2,4790472927740,Huggies Dry Pants L 4s,Baby Products,Huggies,4s,432.53,565,Kimberly-Clark Lanka (Private) Limited,11,22,12.2,31.1,4.7,366.53,1,6
LK-BAB-8P47D,4797201859624,Pampers Baby Pants S 20s,Baby Products,Pampers,20s,950.79,399,Procter & Gamble Lanka (Private) Limited,7,35,14.8,26.6,19.2,794.63,3,8
LK-BAB-NY2X1,4796475011110,Pampers Baby Pants M 4s,Baby Products,Pampers,4s,363.17,886,Procter & Gamble Lanka (Private) Limited,6,30,10.5,28.1,16.5,297.75,1,6
LK-BAB-RXPUD,4791826068881,Pampers Baby Pants L 20s,Baby Products,Pampers,20s,895.43,963,Procter & Gamble Lanka (Private) Limited,11,22,20.1,13.6,14.2,742.19,1,4
LK-BAB-5ZAQL,4790293218409,Pampers Baby Pants XL 20s,Baby Products,Pampers,20s,733.84,670,Procter & Gamble Lanka (Private) Limited,10,30,13.5,33.5,3.0,625.61,2,3
LK-BAB-8S2XQ,4799758598834,Baby Cheramy Baby Diapers S 24s,Baby Products,Baby Cheramy,24s,1681.55,410,Hemas Consumer Brands,6,18,7.8,31.1,6.7,1379.28,1,7
LK-BAB-TVJ0P,4798446267144,Baby Cheramy Baby Diapers M 4s,Baby Products,Baby Cheramy,4s,395.01,511,Hemas Consumer Brands,7,14,17.6,15.3,13.8,317.43,3,4
LK-BAB-ZUXSF,4792566093140,Baby Cheramy Baby Diapers L 24s,Baby Products,Baby Cheramy,24s,1287.23,926,Hemas Consumer Brands,6,24,17.8,17.8,8.7,1098.52,2,4
LK-BAB-5IAN8,4796112849717,Baby Cheramy Baby Diapers XL 24s,Baby Products,Baby Cheramy,24s,1570.27,653,Hemas Consumer Brands,8,16,22.9,12.6,19.1,1284.44,2,4
LK-BAB-M08TV,4796792408228,Johnson's Baby Powder 200g,Baby Products,Johnson's,200g,348.53,638,Johnson & Johnson Lanka (Private) Limited,11,44,19.2,14.7,13.3,287.87,3,6
LK-BAB-G92SJ,4796834146514,Johnson's Baby Soap 75g,Baby Products,Johnson's,75g,150.77,610,Johnson & Johnson Lanka (Private) Limited,7,14,6.7,15.7,18.8,128.97,1,6
LK-BAB-Y7ERY,4798160930683,Johnson's Baby Wipes 80pcs,Baby Products,Johnson's,80pcs,637.42,1042,Johnson & Johnson Lanka (Private) Limited,11,22,17.1,34.0,14.5,538.84,3,4
LK-BAB-GNEMB,4797625153810,Johnson's Baby Shampoo 100ml,Baby Products,Johnson's,100ml,329.31,636,Johnson & Johnson Lanka (Private) Limited,6,30,9.3,16.2,18.9,273.66,3,7
LK-BAB-3BQWR,4795097545102,Lactogen Comfopro 1 350g,Baby Products,Lactogen,350g,2149.72,776,Nestle Lanka PLC,6,12,13.6,13.3,12.0,1755.58,1,6
LK-BAB-ERFXI,4796545628415,Lactogen Comfopro 2 350g,Baby Products,Lactogen,350g,2789.37,814,Nestle Lanka PLC,7,28,19.9,8.2,18.0,2289.02,3,4
LK-BAB-DKEPL,4790237416786,Cow & Gate Milk Powder Blue 400g,Baby Products,Cow & Gate,400g,2295.57,495,Danone Nutricia Lanka,12,60,15.0,32.9,17.3,1880.29,2,4
LK-BAB-DDAFS,4793056906742,Cow & Gate Milk Powder Premium 200g,Baby Products,Cow & Gate,200g,376.44,804,Danone Nutricia Lanka,10,30,19.6,13.0,7.8,321.87,1,5
LK-BAB-9I3HZ,4791892392316,Huggies Dry Pants S 18s,Baby Products,Huggies,18s,696.3,561,Kimberly-Clark Lanka (Private) Limited,9,18,17.3,10.5,3.9,597.22,2,7
LK-FRZ-LWIMR,4798604145451,Elephant House Ice Cream Vanilla 500ml,Frozen (Non-Meat),Elephant House,500ml,672.13,204,Ceylon Cold Stores PLC,6,12,6.0,28.1,6.6,510.98,2,5
LK-FRZ-6DG8N,4794110825559,Elephant House Ice Cream Chocolate 1L,Frozen (Non-Meat),Elephant House,1L,1221.47,489,Ceylon Cold Stores PLC,7,28,9.2,18.4,18.1,895.2,1,8
LK-FRZ-0EV6X,4793371189547,Elephant House Ice Cream Strawberry 500ml,Frozen (Non-Meat),Elephant House,500ml,675.84,283,Ceylon Cold Stores PLC,11,33,5.9,13.2,12.4,473.65,2,7
LK-FRZ-96QZ6,4791768802949,McCain French Fries 750g,Frozen (Non-Meat),McCain,750g,1093.85,203,McCain Foods Lanka,6,18,19.8,18.7,14.6,841.92,3,3
LK-FRZ-F1N2O,4794320293902,Aviko Super Crunch Fries 750g,Frozen (Non-Meat),Aviko,750g,1157.7,413,Aviko Lanka (Private) Limited,11,44,11.1,13.9,15.0,829.78,3,3
LK-FRZ-GBIBF,4794240338103,Aviko Shoestring Fries 1kg,Frozen (Non-Meat),Aviko,1kg,1317.3,368,Aviko Lanka (Private) Limited,6,24,19.4,19.0,13.4,960.82,2,3
LK-FRZ-WAM0K,4794089164987,Birds Eye Green Peas 500g,Frozen (Non-Meat),Birds Eye,500g,611.85,346,Birds Eye Foods Lanka,7,35,8.1,14.3,15.3,455.6,2,4
LK-FRZ-6DGG5,4793972404223,Birds Eye Mixed Vegetables 500g,Frozen (Non-Meat),Birds Eye,500g,795.25,276,Birds Eye Foods Lanka,7,14,13.5,20.3,14.0,576.56,2,3
LK-FRZ-0E1AD,4796010023141,Crescent Chicken Nuggets 200g,Frozen (Non-Meat),Crescent,200g,348.53,186,Crescent Foods Lanka,12,24,15.8,30.1,17.5,254.36,1,4
LK-FRZ-F163L,4797230848101,Crescent Chicken Fingers 500g,Frozen (Non-Meat),Crescent,500g,797.48,331,Crescent Foods Lanka,10,50,7.8,32.6,3.4,615.47,2,6
LK-FRZ-FXI5N,4791721314519,Crescent Fish Fingers 240g,Frozen (Non-Meat),Crescent,240g,473.14,223,Crescent Foods Lanka,10,30,8.6,22.3,13.2,364.57,3,6
LK-FRZ-FYK3M,4791475410222,Finagle Paratha 600g,Frozen (Non-Meat),Finagle,600g,746.08,424,Finagle Lanka (Private) Limited,6,30,24.2,15.5,4.5,558.63,1,4
LK-FRZ-1MRR9,4799523668786,Finagle Chapathi 450g,Frozen (Non-Meat),Finagle,450g,542.77,297,Finagle Lanka (Private) Limited,6,30,15.5,29.0,16.8,400.24,1,8
LK-FRZ-DNH4N,4797210552479,Finagle Naan Bread 350g,Frozen (Non-Meat),Finagle,350g,431.71,395,Finagle Lanka (Private) Limited,7,21,6.1,11.7,19.4,307.26,3,4
LK-FRZ-NA8NZ,4799179202525,Elephant House Ice Cream Vanilla 2L,Frozen (Non-Meat),Elephant House,2L,1571.09,471,Ceylon Cold Stores PLC,7,21,14.4,11.8,12.0,1215.76,2,6
