sku,barcode,ProductName,Category,Brand,UnitSize,BaseUnitPriceLKR,TypicalShelfLifeDays,Supplier,CaseSize,MaxShelfCapacityUnits
LK-PER-8F34G,4790912418623,Dove Shampoo Hair Fall Rescue 180ml,Personal Care,Dove,180ml,354.11,1058,Unilever Sri Lanka Limited,16,80
LK-PER-HZ43X,4791647090061,Dove Shampoo Intense Repair 340ml,Personal Care,Dove,340ml,871.21,748,Unilever Sri Lanka Limited,18,36
LK-PER-YH523,4792206815583,Head & Shoulders Shampoo Cool Menthol 170ml,Personal Care,Head & Shoulders,170ml,407.96,919,Procter & Gamble Lanka (Private) Limited,25,50
LK-PER-XAHHX,4794950136495,Head & Shoulders Shampoo Anti Hair Fall 330ml,Personal Care,Head & Shoulders,330ml,738.64,1094,Procter & Gamble Lanka (Private) Limited,30,90
LK-PER-N71EG,4795715099765,Clear Shampoo Ice Cool 80ml,Personal Care,Clear,80ml,321.27,880,Unilever Sri Lanka Limited,34,68
LK-PER-01WCN,4794326303971,Pantene Shampoo Hair Fall Control 170ml,Personal Care,Pantene,170ml,428.14,649,Procter & Gamble Lanka (Private) Limited,32,64
LK-PER-I0MHB,4793396852709,Pantene Shampoo Long Black 340ml,Personal Care,Pantene,340ml,633.96,562,Procter & Gamble Lanka (Private) Limited,32,96
LK-PER-IC0LZ,4793629344971,Dettol Soap Original 110g,Personal Care,Dettol,110g,332.96,365,Reckitt Benckiser Lanka Limited,23,115
LK-PER-PF8R1,4796149828242,Dettol Soap Cool 70g,Personal Care,Dettol,70g,166.81,384,Reckitt Benckiser Lanka Limited,29,145
LK-PER-A50NO,4796656749160,Lifebuoy Soap Total 100g,Personal Care,Lifebuoy,100g,479.15,366,Unilever Sri Lanka Limited,30,90
LK-PER-SRYZX,4796337050240,Lifebuoy Soap Cool Fresh 100g,Personal Care,Lifebuoy,100g,361.12,382,Unilever Sri Lanka Limited,19,57
LK-PER-Z9C65,4792644886947,Lux Soap 100g,Personal Care,Lux,100g,415.37,382,Unilever Sri Lanka Limited,32,128
LK-PER-ZAGRD,4796864622521,Nivea Body Lotion 100ml,Personal Care,Nivea,100ml,322.54,551,Beiersdorf Lanka (Private) Limited,15,75
LK-PER-3G95P,4799121416147,Vaseline Body Lotion Healthy White 400ml,Personal Care,Vaseline,400ml,633.83,605,Unilever Sri Lanka Limited,27,54
LK-PER-2BH2N,4798477596558,Parachute Coconut Oil 100ml,Personal Care,Parachute,100ml,319.03,687,Marico Lanka (Private) Limited,23,115
LK-PER-A5O47,4790918435792,Signal Toothpaste Strong Teeth 120g,Personal Care,Signal,120g,326.95,892,Unilever Sri Lanka Limited,33,99
LK-PER-W580Y,4793976915671,Signal Toothpaste Charcoal White 40g,Personal Care,Signal,40g,167.76,467,Unilever Sri Lanka Limited,24,96
LK-PER-SE2KY,4798727178336,Closeup Red Hot Toothpaste 120g,Personal Care,Closeup,120g,246.81,1040,Unilever Sri Lanka Limited,14,28
LK-PER-1HJR6,4791287153997,Closeup Lemon Splash 120g,Personal Care,Closeup,120g,222.0,755,Unilever Sri Lanka Limited,32,160
LK-PER-D070E,4795256904092,Colgate Toothpaste Total 120g,Personal Care,Colgate,120g,301.53,798,Colgate-Palmolive Lanka (Private) Limited,36,144
LK-BAB-VDA4L,4794377294204,Huggies Dry Pants S 4s,Baby Products,Huggies,4s,407.92,1070,Kimberly-Clark Lanka (Private) Limited,8,40
LK-BAB-9L3H0,4793027642082,Huggies Dry Pants M 16s,Baby Products,Huggies,16s,841.14,849,Kimberly-Clark Lanka (Private) Limited,12,60
LK-BAB-ZTDL2,4790472927740,Huggies Dry Pants L 4s,Baby Products,Huggies,4s,462.11,565,Kimberly-Clark Lanka (Private) Limited,11,22
LK-BAB-8P47D,4797201859624,Pampers Baby Pants S 20s,Baby Products,Pampers,20s,1015.81,399,Procter & Gamble Lanka (Private) Limited,7,35
LK-BAB-NY2X1,4796475011110,Pampers Baby Pants M 4s,Baby Products,Pampers,4s,388.0,886,Procter & Gamble Lanka (Private) Limited,6,30
LK-BAB-RXPUD,4791826068881,Pampers Baby Pants L 20s,Baby Products,Pampers,20s,956.66,963,Procter & Gamble Lanka (Private) Limited,11,22
LK-BAB-5ZAQL,4790293218409,Pampers Baby Pants XL 20s,Baby Products,Pampers,20s,784.02,670,Procter & Gamble Lanka (Private) Limited,10,30
LK-BAB-8S2XQ,4799758598834,Baby Cheramy Baby Diapers S 24s,Baby Products,Baby Cheramy,24s,1796.54,410,Hemas Consumer Brands,6,18
LK-BAB-TVJ0P,4798446267144,Baby Cheramy Baby Diapers M 4s,Baby Products,Baby Cheramy,4s,422.02,511,Hemas Consumer Brands,7,14
LK-BAB-ZUXSF,4792566093140,Baby Cheramy Baby Diapers L 24s,Baby Products,Baby Cheramy,24s,1375.25,926,Hemas Consumer Brands,6,24
LK-BAB-5IAN8,4796112849717,Baby Cheramy Baby Diapers XL 24s,Baby Products,Baby Cheramy,24s,1677.65,653,Hemas Consumer Brands,8,16
LK-BAB-M08TV,4796792408228,Johnson's Baby Powder 200g,Baby Products,Johnson's,200g,372.36,638,Johnson & Johnson Lanka (Private) Limited,11,44
LK-BAB-G92SJ,4796834146514,Johnson's Baby Soap 75g,Baby Products,Johnson's,75g,161.08,398,Johnson & Johnson Lanka (Private) Limited,7,14
LK-BAB-Y7ERY,4798160930683,Johnson's Baby Wipes 80pcs,Baby Products,Johnson's,80pcs,681.01,1042,Johnson & Johnson Lanka (Private) Limited,11,22
LK-BAB-GNEMB,4797625153810,Johnson's Baby Shampoo 100ml,Baby Products,Johnson's,100ml,351.83,636,Johnson & Johnson Lanka (Private) Limited,6,30
LK-BAB-3BQWR,4795097545102,Lactogen Comfopro 1 350g,Baby Products,Lactogen,350g,2296.72,776,Nestle Lanka PLC,6,12
LK-BAB-ERFXI,4796545628415,Lactogen Comfopro 2 350g,Baby Products,Lactogen,350g,2980.11,814,Nestle Lanka PLC,7,28
LK-BAB-DKEPL,4790237416786,Cow & Gate Milk Powder Blue 400g,Baby Products,Cow & Gate,400g,2452.55,495,Danone Nutricia Lanka,12,60
LK-BAB-DDAFS,4793056906742,Cow & Gate Milk Powder Premium 200g,Baby Products,Cow & Gate,200g,402.18,804,Danone Nutricia Lanka,10,30
LK-BAB-9I3HZ,4791892392316,Huggies Dry Pants S 18s,Baby Products,Huggies,18s,743.91,561,Kimberly-Clark Lanka (Private) Limited,9,18
LK-FRZ-LWIMR,4798604145451,Elephant House Ice Cream Vanilla 500ml,Frozen (Non-Meat),Elephant House,500ml,706.13,204,Ceylon Cold Stores PLC,6,12
LK-FRZ-6DG8N,4794110825559,Elephant House Ice Cream Chocolate 1L,Frozen (Non-Meat),Elephant House,1L,1283.26,489,Ceylon Cold Stores PLC,7,28
LK-FRZ-0EV6X,4793371189547,Elephant House Ice Cream Strawberry 500ml,Frozen (Non-Meat),Elephant House,500ml,710.03,283,Ceylon Cold Stores PLC,11,33
LK-FRZ-96QZ6,4791768802949,McCain French Fries 750g,Frozen (Non-Meat),McCain,750g,1149.18,203,McCain Foods Lanka,6,18
LK-FRZ-F1N2O,4794320293902,Aviko Super Crunch Fries 750g,Frozen (Non-Meat),Aviko,750g,1216.26,413,Aviko Lanka (Private) Limited,11,44
LK-FRZ-GBIBF,4794240338103,Aviko Shoestring Fries 1kg,Frozen (Non-Meat),Aviko,1kg,1383.94,368,Aviko Lanka (Private) Limited,6,24
LK-FRZ-WAM0K,4794089164987,Birds Eye Green Peas 500g,Frozen (Non-Meat),Birds Eye,500g,642.8,346,Birds Eye Foods Lanka,7,35
LK-FRZ-6DGG5,4793972404223,Birds Eye Mixed Vegetables 500g,Frozen (Non-Meat),Birds Eye,500g,835.48,276,Birds Eye Foods Lanka,7,14
LK-FRZ-0E1AD,4796010023141,Crescent Chicken Nuggets 200g,Frozen (Non-Meat),Crescent,200g,366.16,186,Crescent Foods Lanka,12,24
LK-FRZ-F163L,4797230848101,Crescent Chicken Fingers 500g,Frozen (Non-Meat),Crescent,500g,837.82,331,Crescent Foods Lanka,10,50
LK-FRZ-FXI5N,4791721314519,Crescent Fish Fingers 240g,Frozen (Non-Meat),Crescent,240g,497.07,223,Crescent Foods Lanka,10,30
LK-FRZ-FYK3M,4791475410222,Finagle Paratha 600g,Frozen (Non-Meat),Finagle,600g,783.82,424,Finagle Lanka (Private) Limited,6,30
LK-FRZ-1MRR9,4799523668786,Finagle Chapathi 450g,Frozen (Non-Meat),Finagle,450g,570.23,297,Finagle Lanka (Private) Limited,6,30
LK-FRZ-DNH4N,4797210552479,Finagle Naan Bread 350g,Frozen (Non-Meat),Finagle,350g,453.55,395,Finagle Lanka (Private) Limited,7,21
LK-FRZ-NA8NZ,4799179202525,Elephant House Ice Cream Vanilla 2L,Frozen (Non-Meat),Elephant House,2L,1650.57,471,Ceylon Cold Stores PLC,7,21
